name,folder,video_seq,traction,x_torse,y_torse,x_barre,y_barre,phase
im_1673,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_1253,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_122,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_153,images7,18,1,0.45032542660734737,0.2565411860086606,0.4644911815961208,0.1492510352425686,validation
images (63),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_3604,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_1753,images1,5,1,0.5075494744906437,0.27772894154586353,0.5057253088670703,0.07739455797988057,validation
im_1961,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_115,images11,24,1,0.0,0.0,0.0,0.0,validation
images (121),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_105,images2,10,1,0.5036465322017268,0.39619521517755657,0.5153126889768965,0.17054728780825348,testing
im_253,images11,24,1,0.0,0.0,0.0,0.0,validation
im_3888,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_586,images2,12,1,0.5068601765679875,0.31414417424534863,0.5099847821571543,0.1637882158488257,testing
images (32),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2636,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_250,images8,19,1,0.46921688085235314,0.46936415054661607,0.4685094957823078,0.14901323743347902,validation
im_30,images1,1,1,0.4669789886167358,0.42489046754594656,0.4357903285433571,0.31290169165218235,validation
im_312,images1,2,1,0.3886775463474889,0.48968796355981714,0.4220884427930047,0.30409412848396716,validation
im_397,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (60),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
téléchargement (5),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_1596,images1,5,1,0.5009688008256107,0.16260873296207767,0.5029587270136209,0.0698207862216009,validation
im_68,images4,15,1,0.4751670678287278,0.3320866294469829,0.4817687988579851,0.24306887015636955,validation
im_2655,images1,6,0,0.0,0.0,0.0,0.0,validation
im_1232,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_52,images2,10,1,0.49878632430103037,0.45969873678890794,0.504383934067798,0.16008489201096876,testing
im_1930,images1,6,0,0.0,0.0,0.0,0.0,validation
im_544,images2,12,1,0.5087416784795394,0.5125570680451288,0.5189009859412393,0.15848104157276077,testing
im_608,images1,2,1,0.3937024350676506,0.654436579917412,0.4306774311310905,0.31500183307489615,validation
im_242,images11,24,1,0.0,0.0,0.0,0.0,validation
im_1142,images1,3,1,0.4036192201192763,0.6619198970559423,0.42741996375391145,0.30643507803380093,validation
images (102),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_1008,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_186,images2,10,1,0.500726551680502,0.4847062941523404,0.5196483709297484,0.16747924376018034,testing
im_2251,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_370,images12,25,1,0.0,0.0,0.0,0.0,validation
im_2616,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (66),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_221,images4,15,1,0.48140020968617236,0.260710707358006,0.4801379565072132,0.23677068611121713,validation
im_2246,images1,6,0,0.0,0.0,0.0,0.0,validation
im_525,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_33,images4,15,1,0.47552311187307406,0.27808174582816186,0.47056844569326417,0.24313076184446875,validation
im_10,images9,22,1,0.0,0.0,0.0,0.0,validation
im_133,images2,10,1,0.5214971715160799,0.19729089933036204,0.506257741629872,0.16483811985343977,testing
im_2809,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (110),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_289,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (83),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2388,images1,6,0,0.0,0.0,0.0,0.0,validation
im_381,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_121,images2,10,1,0.5116996131729773,0.2229721565075647,0.5017674422652786,0.16348933470778912,testing
im_719,images2,12,1,0.5119048247651423,0.5041015378414265,0.5134916474763191,0.16512185499290397,testing
images (3),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2068,images1,6,0,0.0,0.0,0.0,0.0,validation
im_2087,images1,6,0,0.0,0.0,0.0,0.0,validation
im_165,images2,10,1,0.49659958617580474,0.4367760957916996,0.5063945245372842,0.16029219565293054,testing
im_1515,images1,5,1,0.4958233628987911,0.4006642841079058,0.5017510246649887,0.0727284198186452,validation
images (9),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_692,images2,12,1,0.5029689979955763,0.34396329527954156,0.5129272907153043,0.15916755509454059,testing
im_571,images2,12,1,0.5022361146597049,0.27859994506721975,0.5080237584975338,0.1612899208563026,testing
im_543,images2,12,1,0.5084284406199853,0.518072083920085,0.5185596363854661,0.15842696383569282,testing
im_603,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1703,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (63),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_1225,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_734,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2406,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_274,images5,16,1,0.48283327070758997,0.49019226010028316,0.4854415319305147,0.23736599612248768,validation
images (108),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_465,images1,2,1,0.40344858401753914,0.6124700124190501,0.4256347068817385,0.3086712576471272,validation
im_367,images5,16,1,0.4858094362029112,0.3370051474471216,0.4872825822708276,0.23861278859992366,validation
im_741,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1313,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1779,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_336,images2,10,1,0.5138749729129946,0.21043715117245912,0.5072804196372451,0.16905074012685958,testing
im_3200,images1,7,1,0.4934652434835848,0.26312250736403137,0.49203268115858184,0.07849712241962034,validation
images (22),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_1640,images1,5,1,0.49570640689316653,0.37755813132928373,0.5072705834478765,0.07113682448725711,validation
im_848,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_40,images8,19,1,0.4796826056074679,0.18890983530522168,0.4688536703303208,0.15845822032462092,validation
im_202,images2,10,1,0.5087724488675373,0.3389639257025005,0.5148986267821278,0.1723072053194227,testing
im_3946,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_601,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (25),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_2801,images1,6,0,0.0,0.0,0.0,0.0,validation
im_3308,images1,7,1,0.4914959512345187,0.43523925674634645,0.49914053830450483,0.07179359109395055,validation
images (108),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_1242,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_368,images2,10,1,0.4958492905343216,0.4835085858051898,0.5109774019385588,0.16016992805209507,testing
im_2894,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_169,images2,10,1,0.49276538157111677,0.465075510799908,0.5072652740012746,0.15731732925907604,testing
im_1129,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (63),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_238,images12,25,1,0.0,0.0,0.0,0.0,validation
images (82),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
images (20),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_390,images1,2,1,0.40887586899801104,0.6472388982120972,0.4258169956310797,0.3045663528050327,validation
im_546,images2,12,1,0.5093746536361502,0.501528635918868,0.5193255089755547,0.15872502887954526,testing
im_383,images4,15,1,0.47467231490416584,0.5953602753202708,0.4825707803510249,0.23834850712708283,validation
im_2309,images1,6,0,0.0,0.0,0.0,0.0,validation
im_1577,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_376,images2,10,1,0.49586365676152794,0.5205309745653124,0.5092945786522891,0.1618040887165513,testing
im_570,images1,2,1,0.38828939231768156,0.6389495768950815,0.4208419418083516,0.30268059879896153,validation
images (80),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_3702,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_3760,images1,8,1,0.44700924269528913,0.5642424965215662,0.45974031007751925,0.1555001987676406,validation
im_278,images12,25,1,0.0,0.0,0.0,0.0,validation
im_3980,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_331,images8,19,1,0.4844961240310078,0.3062015503875969,0.47674418604651164,0.15697674418604654,validation
im_279,images13,26,1,0.0,0.0,0.0,0.0,validation
im_247,images5,16,1,0.4870140817645588,0.37916320518055346,0.4864825557303753,0.2374723994982893,validation
im_816,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (80),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
images (23),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_554,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_487,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_1336,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_244,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1510,images1,5,1,0.4961125833798649,0.4036052038498279,0.5021322801815005,0.07111504610328753,validation
im_2372,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_366,images13,26,1,0.0,0.0,0.0,0.0,validation
im_1869,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_352,images4,15,1,0.4656806642695188,0.587830357285934,0.482505063934579,0.24088757932193267,validation
im_313,images2,10,1,0.5037226630692968,0.4333192105808335,0.516702471498932,0.16309168507573027,testing
im_507,images2,12,1,0.5057051085477342,0.528834300565308,0.5159023540248387,0.1681597969823093,testing
im_3136,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2434,images1,6,0,0.0,0.0,0.0,0.0,validation
im_28,images4,15,1,0.4734446932651982,0.3172213331402687,0.47170133967958416,0.24441013740195108,validation
im_37,images7,18,1,0.4547635417506186,0.24721844526017592,0.468118638342901,0.15582538570595095,validation
im_188,images2,10,1,0.5020217069954912,0.4755073331824861,0.519798709956454,0.16891251303563737,testing
im_3991,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_615,images2,12,1,0.5139921523431379,0.523897850262936,0.5108998281648336,0.15528459319306406,testing
im_94,images7,18,1,0.46777798021644224,0.46569334587518324,0.4789883372376326,0.15106507551250917,validation
images (35),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_3302,images1,7,1,0.4948203601547377,0.4202340224298603,0.5004161457144485,0.07125779999103019,validation
im_152,images10,23,1,0.0,0.0,0.0,0.0,validation
images (40),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
images (74),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_3125,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_212,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_740,images2,12,1,0.511066902282047,0.5375207928242317,0.507812339643375,0.15881882876774614,testing
im_262,images6,17,1,0.472569269189589,0.25201376181171914,0.476279279085667,0.22805939264737538,validation
im_896,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (41),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_476,images1,2,1,0.41569265183666165,0.6326564089885722,0.42887761448517914,0.30873333591931634,validation
im_425,images12,25,1,0.0,0.0,0.0,0.0,validation
téléchargement (22),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_959,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_177,images11,24,1,0.0,0.0,0.0,0.0,validation
im_1049,images1,3,1,0.3700807029351929,0.6426754330158674,0.42312399214115903,0.30096084837519826,validation
im_1126,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_357,images2,10,1,0.5092587980244445,0.3312795567824221,0.511584012929742,0.16721229063824494,testing
téléchargement (25),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_419,images12,25,1,0.0,0.0,0.0,0.0,validation
im_2837,images1,6,0,0.0,0.0,0.0,0.0,validation
im_1186,images1,3,1,0.38534209692017896,0.6423782659375622,0.4248212040988223,0.3044509219103811,validation
im_444,images2,11,0,0.0,0.0,0.0,0.0,testing
im_45,images6,17,1,0.472544054117803,0.268610659600843,0.4906022831625451,0.2399599153727045,validation
im_916,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_389,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_3992,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_3516,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (65),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_122,images2,10,1,0.5126608334249129,0.2164392903475689,0.5010211823162276,0.1632113971479367,testing
im_1661,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2031,images1,6,0,0.0,0.0,0.0,0.0,validation
images (107),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2446,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_421,images2,10,1,0.49755039865453765,0.4852984773799726,0.5066744670584766,0.16233154776079955,testing
téléchargement (4),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2498,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (55),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_1693,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (43),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
images (33),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_2617,images1,6,0,0.0,0.0,0.0,0.0,validation
im_436,images13,26,1,0.0,0.0,0.0,0.0,validation
im_1209,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_607,images2,12,1,0.5096899224806203,0.5019379844961241,0.5116279069767443,0.15697674418604649,testing
im_583,images1,2,1,0.38762497923749367,0.6343631775070565,0.41635504579910165,0.2958131150837077,validation
im_372,images13,26,1,0.0,0.0,0.0,0.0,validation
im_943,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_3527,images1,7,1,0.4955018570456837,0.31278844148654306,0.4946506754722572,0.07130661847980754,validation
im_343,images10,23,1,0.0,0.0,0.0,0.0,validation
im_2679,images1,6,0,0.0,0.0,0.0,0.0,validation
im_458,images2,11,0,0.0,0.0,0.0,0.0,testing
im_967,images1,2,1,0.4093825549716239,0.3986455934047239,0.4276824666789866,0.2954438713753609,validation
im_10,images2,9,0,0.0,0.0,0.0,0.0,testing
im_263,images6,17,1,0.4720351017530269,0.25343272269614225,0.4760517530763491,0.2296782744847214,validation
im_383,images12,25,1,0.0,0.0,0.0,0.0,validation
images (10),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_1858,images1,6,0,0.0,0.0,0.0,0.0,validation
im_1710,images1,5,1,0.49933740064984594,0.20159068085148965,0.49716406508774635,0.06844221016915361,validation
im_3843,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_494,images13,26,1,0.0,0.0,0.0,0.0,validation
im_30,images8,19,1,0.48869446495150626,0.17629232325720035,0.47504789715785206,0.15858251922426703,validation
im_317,images2,10,1,0.5087560493663336,0.399517610476328,0.5189833329055027,0.16400334016005932,testing
im_3453,images1,7,1,0.49148031200472847,0.23330943044910885,0.4963770750334999,0.07529414036768386,validation
im_3309,images1,7,1,0.4910981360253749,0.4368281352526919,0.49885834943001806,0.07179396825530898,validation
im_2369,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_1581,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (121),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_655,images2,12,1,0.503013430250003,0.3304144774207711,0.5070178409323683,0.1633935859965227,testing
im_40,images1,1,1,0.47430357423886693,0.32332644500363245,0.4354660490419497,0.2970686828639657,validation
im_299,images6,17,1,0.47501712701377113,0.3425849597026204,0.47668403975536033,0.23886012739034243,validation
im_2692,images1,6,0,0.0,0.0,0.0,0.0,validation
im_750,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_303,images12,25,1,0.0,0.0,0.0,0.0,validation
im_57,images7,18,1,0.4604366327528359,0.3649391733104075,0.46988238863151416,0.15235775856581735,validation
im_173,images13,26,1,0.0,0.0,0.0,0.0,validation
im_437,images13,26,1,0.0,0.0,0.0,0.0,validation
im_325,images2,10,1,0.513472907753713,0.315258800302875,0.5166671871116922,0.16576572015185517,testing
im_1737,images1,5,1,0.501937984496124,0.10271317829457366,0.4961240310077519,0.07170542635658915,validation
im_2854,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_337,images1,2,1,0.4064064951903294,0.3785711051962821,0.42520577404494286,0.30210689967152776,validation
images (37),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_301,images13,26,1,0.0,0.0,0.0,0.0,validation
images (26),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_328,images13,26,1,0.0,0.0,0.0,0.0,validation
im_300,images1,2,1,0.39468142715259263,0.5904702299203639,0.42566397496373026,0.29787822635974504,validation
im_557,images13,26,1,0.0,0.0,0.0,0.0,validation
images (106),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_469,images4,15,1,0.46731725081655673,0.319243392368108,0.4679895129095993,0.23874156203418498,validation
im_296,images10,23,1,0.0,0.0,0.0,0.0,validation
im_1781,images1,5,1,0.5029558050117295,0.3887166739751136,0.5030974791485958,0.07325768611225153,validation
im_248,images8,19,1,0.4699462706589882,0.4616122299514322,0.4684961467783096,0.15082781706917361,validation
im_232,images2,10,1,0.5096593109361583,0.22946763573377713,0.5115207594773981,0.17443775568693343,testing
im_1163,images1,3,1,0.4266379486080742,0.6249608251635107,0.4238160064959528,0.30002988318197404,validation
im_247,images7,18,1,0.4611138039538652,0.3073506850167199,0.47054464730690715,0.15632152170975622,validation
im_1495,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1022,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_57,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_140,images7,18,1,0.4481410913169,0.3187147089897276,0.45794360537595663,0.14944101503750112,validation
im_455,images2,11,0,0.0,0.0,0.0,0.0,testing
im_2964,images1,6,0,0.0,0.0,0.0,0.0,validation
im_12,images3,14,1,0.47573904803172207,0.4596010570647192,0.47779931027922906,0.23632540146696804,validation
im_349,images3,14,1,0.4775229010351741,0.4079060360917319,0.48247396893618166,0.24251122533423697,validation
im_518,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_260,images3,14,1,0.4945775252288254,0.3222329096009618,0.47792940030579684,0.24486245136561624,validation
im_782,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_365,images8,19,1,0.48458785851933905,0.17950057820333706,0.4714475944618077,0.15828896830402936,validation
im_168,images2,10,1,0.4934789414089147,0.4586897780659714,0.5068920837325969,0.15784337953853872,testing
im_36,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_410,images4,15,1,0.46792840881080106,0.43763382066571227,0.480079217718198,0.23717479889117252,validation
im_2506,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_206,images2,10,1,0.5108648106178002,0.280995414548547,0.5141839501272069,0.1715876634384817,testing
im_1110,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_211,images2,10,1,0.5129399311589177,0.21468646925057866,0.5138177357323588,0.17066376090496518,testing
im_1300,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_143,images2,10,1,0.5226072979022428,0.24599457454264015,0.5146415990131482,0.17019548352699485,testing
im_2205,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (75),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_509,images1,2,1,0.3942810744226489,0.6697155958174467,0.4301210748076916,0.3040559350178495,validation
im_417,images12,25,1,0.0,0.0,0.0,0.0,validation
im_204,images8,19,1,0.4871037898322571,0.3028159041432879,0.4681470763784886,0.15748492762493227,validation
im_2912,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (95),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2149,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_56,images5,16,1,0.4839475658835392,0.3336414549062809,0.4932313249699393,0.24006305523091398,validation
im_160,images10,23,1,0.0,0.0,0.0,0.0,validation
im_133,images1,1,1,0.43372218685665354,0.6455084182287429,0.43632628715422694,0.3214043997634785,validation
im_3164,images1,7,1,0.49534197357975224,0.3893730088259849,0.499835439794008,0.07596537959969552,validation
im_120,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_219,images1,1,1,0.461386096802199,0.5756368047004767,0.4333385075669524,0.3170212288558267,validation
im_225,images10,23,1,0.0,0.0,0.0,0.0,validation
im_214,images1,1,1,0.45600137030533344,0.6235490507796951,0.4337825236205402,0.3137196694666326,validation
im_624,images2,12,1,0.5173910718772355,0.5157613463908157,0.5122526294142363,0.1548592621504316,testing
im_946,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_724,images2,12,1,0.5147236795590482,0.5053684926793651,0.5125136143205213,0.16237653309685393,testing
im_583,images2,12,1,0.5038166067060678,0.27799953756669654,0.5090529455103148,0.16264635170618968,testing
im_206,images4,15,1,0.47311843117660646,0.2901812184198287,0.4815610605340637,0.23818479882863067,validation
im_1015,images1,3,1,0.41093036779312364,0.6351673713056892,0.4316388383465874,0.3122661815338392,validation
im_3233,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_476,images2,11,0,0.0,0.0,0.0,0.0,testing
im_18,images2,9,0,0.0,0.0,0.0,0.0,testing
im_1272,images1,3,1,0.4045345254171123,0.46643637818275313,0.42351924454351036,0.3092055477220727,validation
im_213,images2,10,1,0.5134038246933058,0.19393790838532743,0.5137100135243704,0.17049638634487707,testing
im_167,images2,10,1,0.49436899388493616,0.45181599253450627,0.5066264841108087,0.15853068242817497,testing
im_3998,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2425,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_271,images5,16,1,0.48255813953488375,0.47674418604651164,0.4864341085271318,0.2364341085271318,validation
im_2296,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_151,images7,18,1,0.4496124031007752,0.2655038759689923,0.4631782945736434,0.14922480620155038,validation
images (94),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
téléchargement (17),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_706,images2,12,1,0.500171402784841,0.4659371352235813,0.5124537162353893,0.16391952544723026,testing
im_290,images3,14,1,0.48125748916051814,0.33408933848078043,0.48162262762450947,0.24085316749969413,validation
im_711,images2,12,1,0.5048276787483422,0.4908680556771571,0.513434027919443,0.166448184860552,testing
im_276,images5,16,1,0.4833971464874118,0.49948387161244573,0.484810160418152,0.23810979466399615,validation
images (120),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_2695,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_1475,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_931,images1,2,1,0.420515603307503,0.5489720147091988,0.42725636062209194,0.3054670325946203,validation
images (45),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_3072,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_125,images2,10,1,0.5155038759689923,0.20155038759689922,0.5,0.16279069767441864,testing
im_320,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_1327,images1,3,1,0.39192734143023567,0.43264883151415207,0.4230473688840192,0.302040931834699,validation
im_79,images5,16,1,0.4859764109405348,0.3474597620894647,0.4842318300412022,0.2428103345724979,validation
im_505,images2,12,1,0.5057124142149009,0.527955944595777,0.5157620897491808,0.1676032073592651,testing
im_3615,images1,7,1,0.4860469704954672,0.320209812125634,0.4994828705959531,0.0722122457149849,validation
im_2456,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_478,images11,24,1,0.0,0.0,0.0,0.0,validation
im_1551,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
images (70),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
images (7),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
images (50),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_534,images2,12,1,0.5061089521793846,0.5579382005325355,0.5142102235821798,0.15999662073003926,testing
im_121,images3,14,1,0.48255813953488375,0.46511627906976744,0.48837209302325596,0.23837209302325585,validation
im_368,images4,15,1,0.4722838884505993,0.609831358647576,0.4812678633539775,0.2379732701847314,validation
im_728,images2,12,1,0.515583931509113,0.5091925474419128,0.5112907644921861,0.16044063286240492,testing
im_3355,images1,7,1,0.5049326896709497,0.4091447649968791,0.4984433716131882,0.07101994722042619,validation
im_231,images8,19,1,0.4741205785186397,0.40018225071682434,0.47054674721977435,0.14944712745660543,validation
im_1078,images1,3,1,0.4124791027706062,0.6970321926824675,0.4241815317236289,0.30316859485684267,validation
im_781,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_561,images2,12,1,0.510231287924667,0.4023528167656855,0.5122538236142655,0.16274295139113146,testing
im_504,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2599,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_563,images2,12,1,0.5090356316876066,0.3796971697860292,0.5110446768790695,0.16276996703311733,testing
im_3872,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_3082,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_340,images2,10,1,0.515797533838662,0.19315258637866534,0.5066357801455886,0.17099155196367835,testing
im_545,images2,12,1,0.5090578275603589,0.5070244501546918,0.5191610830534118,0.15858043154856016,testing
im_343,images2,10,1,0.5173227437088244,0.1911435847770548,0.5071338624216803,0.17225478735970357,testing
im_1304,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_32,images12,25,1,0.0,0.0,0.0,0.0,validation
im_332,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,validation
im_3475,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2049,images1,6,0,0.0,0.0,0.0,0.0,validation
im_301,images2,10,1,0.4965169162648587,0.49811007839526394,0.5113795424570913,0.163928892351517,testing
im_435,images2,11,0,0.0,0.0,0.0,0.0,testing
téléchargement (22),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
images (17),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_3159,images1,7,1,0.4922953762969189,0.3844242880218791,0.5007581239666307,0.07486438225890925,validation
im_794,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_2452,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
im_3,images2,9,0,0.0,0.0,0.0,0.0,testing
images (50),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
im_145,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,validation
images (19),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,validation
images (57),pull_up_google,27,1,0.0,0.0,0.0,0.0,validation
im_781,images1,2,1,0.3969118074364491,0.6418038194233545,0.4282182660731954,0.3073913342165585,validation
